t_delta,datetime,visibility
0,2024-05-29 10:18:55.604 MESZ(+0200),7.2917137145996094
1001,2024-05-29 10:18:56.605 MESZ(+0200),7.2098946571350098
2001,2024-05-29 10:18:57.605 MESZ(+0200),7.1570048332214355
3002,2024-05-29 10:18:58.606 MESZ(+0200),7.1059436798095703
4002,2024-05-29 10:18:59.606 MESZ(+0200),7.0870075225830078
5002,2024-05-29 10:19:00.606 MESZ(+0200),7.0846920013427734
6003,2024-05-29 10:19:01.607 MESZ(+0200),7.0848889350891113
7003,2024-05-29 10:19:02.607 MESZ(+0200),7.0908503532409668
8003,2024-05-29 10:19:03.607 MESZ(+0200),7.1047310829162598
9004,2024-05-29 10:19:04.608 MESZ(+0200),7.1259078979492188
10004,2024-05-29 10:19:05.608 MESZ(+0200),7.1280341148376465
11005,2024-05-29 10:19:06.609 MESZ(+0200),7.1606464385986328
12005,2024-05-29 10:19:07.609 MESZ(+0200),7.2554187774658203
13006,2024-05-29 10:19:08.610 MESZ(+0200),7.4409928321838379
14006,2024-05-29 10:19:09.610 MESZ(+0200),7.4939408302307129
15006,2024-05-29 10:19:10.610 MESZ(+0200),7.6240701675415039
16006,2024-05-29 10:19:11.610 MESZ(+0200),7.7124571800231934
17006,2024-05-29 10:19:12.610 MESZ(+0200),7.805335521697998
18007,2024-05-29 10:19:13.611 MESZ(+0200),7.8139691352844238
19007,2024-05-29 10:19:14.611 MESZ(+0200),7.7438054084777832
20007,2024-05-29 10:19:15.611 MESZ(+0200),7.6628069877624512
21008,2024-05-29 10:19:16.612 MESZ(+0200),7.6183314323425293
22008,2024-05-29 10:19:17.612 MESZ(+0200),7.4845929145812988
23008,2024-05-29 10:19:18.612 MESZ(+0200),7.4527983665466309
24008,2024-05-29 10:19:19.612 MESZ(+0200),7.4975490570068359
25009,2024-05-29 10:19:20.613 MESZ(+0200),7.4377784729003906
26009,2024-05-29 10:19:21.613 MESZ(+0200),7.4041829109191895
27009,2024-05-29 10:19:22.613 MESZ(+0200),7.3985462188720703
28010,2024-05-29 10:19:23.614 MESZ(+0200),7.3979835510253906
29011,2024-05-29 10:19:24.615 MESZ(+0200),7.383265495300293
