t_delta,datetime,visibility
232062,2024-05-29 10:53:03.482 MESZ(+0200),12.740548133850098
233063,2024-05-29 10:53:04.483 MESZ(+0200),12.728977203369141
234063,2024-05-29 10:53:05.483 MESZ(+0200),12.702573776245117
235063,2024-05-29 10:53:06.483 MESZ(+0200),12.725176811218262
236064,2024-05-29 10:53:07.484 MESZ(+0200),12.888030052185059
237065,2024-05-29 10:53:08.485 MESZ(+0200),12.904549598693848
238065,2024-05-29 10:53:09.485 MESZ(+0200),12.923683166503906
239065,2024-05-29 10:53:10.485 MESZ(+0200),12.925605773925781
240066,2024-05-29 10:53:11.486 MESZ(+0200),12.925793647766113
241066,2024-05-29 10:53:12.486 MESZ(+0200),12.966151237487793
242066,2024-05-29 10:53:13.486 MESZ(+0200),13.381875991821289
243066,2024-05-29 10:53:14.486 MESZ(+0200),13.811190605163574
244066,2024-05-29 10:53:15.486 MESZ(+0200),13.936745643615723
245067,2024-05-29 10:53:16.487 MESZ(+0200),13.738240242004395
246067,2024-05-29 10:53:17.487 MESZ(+0200),13.598358154296875
247067,2024-05-29 10:53:18.487 MESZ(+0200),13.597696304321289
248067,2024-05-29 10:53:19.487 MESZ(+0200),13.02902889251709
249068,2024-05-29 10:53:20.488 MESZ(+0200),12.902878761291504
250068,2024-05-29 10:53:21.488 MESZ(+0200),12.899201393127441
251069,2024-05-29 10:53:22.489 MESZ(+0200),12.191934585571289
252070,2024-05-29 10:53:23.490 MESZ(+0200),11.86713981628418
253070,2024-05-29 10:53:24.490 MESZ(+0200),11.86713981628418
254070,2024-05-29 10:53:25.490 MESZ(+0200),11.762367248535156
255070,2024-05-29 10:53:26.490 MESZ(+0200),11.752004623413086
256071,2024-05-29 10:53:27.491 MESZ(+0200),11.750965118408203
257072,2024-05-29 10:53:28.492 MESZ(+0200),11.750866889953613
258072,2024-05-29 10:53:29.492 MESZ(+0200),11.985239028930664
259072,2024-05-29 10:53:30.492 MESZ(+0200),12.600641250610352
260072,2024-05-29 10:53:31.492 MESZ(+0200),13.073726654052734
261072,2024-05-29 10:53:32.492 MESZ(+0200),13.360310554504395
262072,2024-05-29 10:53:33.492 MESZ(+0200),13.501858711242676
263072,2024-05-29 10:53:34.492 MESZ(+0200),13.523297309875488
264073,2024-05-29 10:53:35.493 MESZ(+0200),13.525443077087402
265073,2024-05-29 10:53:36.493 MESZ(+0200),13.462369918823242
266073,2024-05-29 10:53:37.493 MESZ(+0200),13.256990432739258
267073,2024-05-29 10:53:38.493 MESZ(+0200),13.167586326599121
268073,2024-05-29 10:53:39.493 MESZ(+0200),13.004552841186523
269073,2024-05-29 10:53:40.493 MESZ(+0200),13.082443237304688
270073,2024-05-29 10:53:41.493 MESZ(+0200),12.954090118408203
271073,2024-05-29 10:53:42.493 MESZ(+0200),12.792964935302734
272073,2024-05-29 10:53:43.493 MESZ(+0200),12.725858688354492
273074,2024-05-29 10:53:44.494 MESZ(+0200),12.703099250793457
274075,2024-05-29 10:53:45.495 MESZ(+0200),12.7169189453125
275075,2024-05-29 10:53:46.495 MESZ(+0200),12.753227233886719
276075,2024-05-29 10:53:47.495 MESZ(+0200),13.090903282165527
277076,2024-05-29 10:53:48.496 MESZ(+0200),13.262495994567871
278076,2024-05-29 10:53:49.496 MESZ(+0200),13.467282295227051
279076,2024-05-29 10:53:50.496 MESZ(+0200),13.702903747558594
280076,2024-05-29 10:53:51.496 MESZ(+0200),13.927600860595703
281076,2024-05-29 10:53:52.496 MESZ(+0200),14.351802825927734
282077,2024-05-29 10:53:53.497 MESZ(+0200),14.416889190673828
283077,2024-05-29 10:53:54.497 MESZ(+0200),14.471676826477051
284077,2024-05-29 10:53:55.497 MESZ(+0200),14.825883865356445
285077,2024-05-29 10:53:56.497 MESZ(+0200),14.946245193481445
286077,2024-05-29 10:53:57.497 MESZ(+0200),14.587966918945312
287078,2024-05-29 10:53:58.498 MESZ(+0200),14.440370559692383
288078,2024-05-29 10:53:59.498 MESZ(+0200),14.424670219421387
289078,2024-05-29 10:54:00.498 MESZ(+0200),14.42420768737793
290079,2024-05-29 10:54:01.499 MESZ(+0200),14.424161911010742
291079,2024-05-29 10:54:02.499 MESZ(+0200),14.684849739074707
292079,2024-05-29 10:54:03.499 MESZ(+0200),14.684849739074707
293079,2024-05-29 10:54:04.499 MESZ(+0200),14.796201705932617
294079,2024-05-29 10:54:05.499 MESZ(+0200),14.943207740783691
295080,2024-05-29 10:54:06.500 MESZ(+0200),14.368109703063965
296080,2024-05-29 10:54:07.500 MESZ(+0200),14.775909423828125
297080,2024-05-29 10:54:08.500 MESZ(+0200),15.057336807250977
298080,2024-05-29 10:54:09.500 MESZ(+0200),15.108783721923828
299080,2024-05-29 10:54:10.500 MESZ(+0200),15.365437507629395
300080,2024-05-29 10:54:11.500 MESZ(+0200),15.95645809173584
301081,2024-05-29 10:54:12.501 MESZ(+0200),16.173797607421875
302082,2024-05-29 10:54:13.502 MESZ(+0200),16.430820465087891
303082,2024-05-29 10:54:14.502 MESZ(+0200),16.794855117797852
304082,2024-05-29 10:54:15.502 MESZ(+0200),16.651397705078125
305082,2024-05-29 10:54:16.502 MESZ(+0200),16.298419952392578
306083,2024-05-29 10:54:17.503 MESZ(+0200),16.797870635986328
307083,2024-05-29 10:54:18.503 MESZ(+0200),16.667261123657227
308083,2024-05-29 10:54:19.503 MESZ(+0200),16.625591278076172
309083,2024-05-29 10:54:20.503 MESZ(+0200),16.852394104003906
310083,2024-05-29 10:54:21.503 MESZ(+0200),16.922927856445312
311083,2024-05-29 10:54:22.503 MESZ(+0200),16.930007934570312
312083,2024-05-29 10:54:23.503 MESZ(+0200),18.026067733764648
313084,2024-05-29 10:54:24.504 MESZ(+0200),18.562265396118164
314084,2024-05-29 10:54:25.504 MESZ(+0200),19.363697052001953
315085,2024-05-29 10:54:26.505 MESZ(+0200),19.854372024536133
316085,2024-05-29 10:54:27.505 MESZ(+0200),20.125349044799805
317085,2024-05-29 10:54:28.505 MESZ(+0200),20.753715515136719
318086,2024-05-29 10:54:29.506 MESZ(+0200),21.017663955688477
319086,2024-05-29 10:54:30.506 MESZ(+0200),20.426616668701172
320086,2024-05-29 10:54:31.506 MESZ(+0200),19.850210189819336
321086,2024-05-29 10:54:32.506 MESZ(+0200),19.722820281982422
322086,2024-05-29 10:54:33.506 MESZ(+0200),19.625988006591797
323087,2024-05-29 10:54:34.507 MESZ(+0200),19.597261428833008
324087,2024-05-29 10:54:35.507 MESZ(+0200),19.734477996826172
325087,2024-05-29 10:54:36.507 MESZ(+0200),19.646095275878906
326087,2024-05-29 10:54:37.507 MESZ(+0200),19.228824615478516
327087,2024-05-29 10:54:38.507 MESZ(+0200),18.146289825439453
328088,2024-05-29 10:54:39.508 MESZ(+0200),18.084243774414062
329088,2024-05-29 10:54:40.508 MESZ(+0200),19.303709030151367
330088,2024-05-29 10:54:41.508 MESZ(+0200),20.062334060668945
331090,2024-05-29 10:54:42.510 MESZ(+0200),20.106996536254883
332091,2024-05-29 10:54:43.511 MESZ(+0200),19.650157928466797
333091,2024-05-29 10:54:44.511 MESZ(+0200),19.650157928466797
334091,2024-05-29 10:54:45.511 MESZ(+0200),20.357248306274414
335091,2024-05-29 10:54:46.511 MESZ(+0200),20.546144485473633
336092,2024-05-29 10:54:47.512 MESZ(+0200),20.092876434326172
337092,2024-05-29 10:54:48.512 MESZ(+0200),20.518875122070312
338092,2024-05-29 10:54:49.512 MESZ(+0200),20.562484741210938
339092,2024-05-29 10:54:50.512 MESZ(+0200),22.140443801879883
340092,2024-05-29 10:54:51.512 MESZ(+0200),22.245388031005859
341093,2024-05-29 10:54:52.513 MESZ(+0200),21.880483627319336
342093,2024-05-29 10:54:53.513 MESZ(+0200),21.785806655883789
343093,2024-05-29 10:54:54.513 MESZ(+0200),21.835220336914062
344093,2024-05-29 10:54:55.513 MESZ(+0200),21.655147552490234
345093,2024-05-29 10:54:56.513 MESZ(+0200),20.672513961791992
346094,2024-05-29 10:54:57.514 MESZ(+0200),20.622596740722656
347095,2024-05-29 10:54:58.515 MESZ(+0200),20.555414199829102
348095,2024-05-29 10:54:59.515 MESZ(+0200),20.547565460205078
349096,2024-05-29 10:55:00.516 MESZ(+0200),20.500974655151367
350096,2024-05-29 10:55:01.516 MESZ(+0200),20.152105331420898
351096,2024-05-29 10:55:02.516 MESZ(+0200),19.963773727416992
352097,2024-05-29 10:55:03.517 MESZ(+0200),19.047262191772461
353097,2024-05-29 10:55:04.517 MESZ(+0200),19.178375244140625
354097,2024-05-29 10:55:05.517 MESZ(+0200),19.862941741943359
355097,2024-05-29 10:55:06.517 MESZ(+0200),19.495956420898438
356097,2024-05-29 10:55:07.517 MESZ(+0200),19.326004028320312
357098,2024-05-29 10:55:08.518 MESZ(+0200),18.884332656860352
358098,2024-05-29 10:55:09.518 MESZ(+0200),18.840131759643555
359098,2024-05-29 10:55:10.518 MESZ(+0200),18.826990127563477
360098,2024-05-29 10:55:11.518 MESZ(+0200),18.696464538574219
361098,2024-05-29 10:55:12.518 MESZ(+0200),18.441280364990234
362098,2024-05-29 10:55:13.518 MESZ(+0200),18.309120178222656
363098,2024-05-29 10:55:14.518 MESZ(+0200),18.374404907226562
364098,2024-05-29 10:55:15.518 MESZ(+0200),18.380973815917969
365099,2024-05-29 10:55:16.519 MESZ(+0200),18.585216522216797
