t_delta,datetime,visibility
0,2024-02-28 11:27:25.942 MEZ(+0100),153.47297668457031
1000,2024-02-28 11:27:26.942 MEZ(+0100),154.42460632324219
2000,2024-02-28 11:27:27.942 MEZ(+0100),154.52040100097656
3000,2024-02-28 11:27:28.942 MEZ(+0100),155.48263549804688
4000,2024-02-28 11:27:29.942 MEZ(+0100),156.62802124023438
5001,2024-02-28 11:27:30.943 MEZ(+0100),156.95075988769531
6001,2024-02-28 11:27:31.943 MEZ(+0100),156.936767578125
7002,2024-02-28 11:27:32.944 MEZ(+0100),156.75236511230469
8003,2024-02-28 11:27:33.945 MEZ(+0100),156.91693115234375
9003,2024-02-28 11:27:34.945 MEZ(+0100),156.79570007324219
10003,2024-02-28 11:27:35.945 MEZ(+0100),156.25270080566406
11003,2024-02-28 11:27:36.945 MEZ(+0100),154.0711669921875
12004,2024-02-28 11:27:37.946 MEZ(+0100),152.08050537109375
13004,2024-02-28 11:27:38.946 MEZ(+0100),146.49418640136719
14004,2024-02-28 11:27:39.946 MEZ(+0100),36.43609619140625
15005,2024-02-28 11:27:40.947 MEZ(+0100),20.411762237548828
16005,2024-02-28 11:27:41.947 MEZ(+0100),18.685277938842773
17005,2024-02-28 11:27:42.947 MEZ(+0100),17.201028823852539
18006,2024-02-28 11:27:43.948 MEZ(+0100),16.443435668945312
19006,2024-02-28 11:27:44.948 MEZ(+0100),16.237615585327148
20006,2024-02-28 11:27:45.948 MEZ(+0100),16.217317581176758
21006,2024-02-28 11:27:46.948 MEZ(+0100),15.23277759552002
22006,2024-02-28 11:27:47.948 MEZ(+0100),15.140963554382324
23007,2024-02-28 11:27:48.949 MEZ(+0100),15.117501258850098
24007,2024-02-28 11:27:49.949 MEZ(+0100),14.959959030151367
25007,2024-02-28 11:27:50.949 MEZ(+0100),14.944392204284668
26007,2024-02-28 11:27:51.949 MEZ(+0100),14.942830085754395
27008,2024-02-28 11:27:52.950 MEZ(+0100),15.070828437805176
28008,2024-02-28 11:27:53.950 MEZ(+0100),15.78939151763916
29008,2024-02-28 11:27:54.950 MEZ(+0100),15.945317268371582
30011,2024-02-28 11:27:55.953 MEZ(+0100),15.962285995483398
31012,2024-02-28 11:27:56.954 MEZ(+0100),17.497657775878906
32012,2024-02-28 11:27:57.954 MEZ(+0100),19.025623321533203
33012,2024-02-28 11:27:58.954 MEZ(+0100),20.305030822753906
34012,2024-02-28 11:27:59.954 MEZ(+0100),20.305030822753906
35013,2024-02-28 11:28:00.955 MEZ(+0100),20.635980606079102
36013,2024-02-28 11:28:01.955 MEZ(+0100),20.669689178466797
37013,2024-02-28 11:28:02.955 MEZ(+0100),20.071931838989258
38013,2024-02-28 11:28:03.955 MEZ(+0100),20.418792724609375
39013,2024-02-28 11:28:04.955 MEZ(+0100),21.362947463989258
40013,2024-02-28 11:28:05.955 MEZ(+0100),21.462276458740234
41014,2024-02-28 11:28:06.956 MEZ(+0100),21.472240447998047
42014,2024-02-28 11:28:07.956 MEZ(+0100),20.642658233642578
43014,2024-02-28 11:28:08.956 MEZ(+0100),20.229452133178711
44014,2024-02-28 11:28:09.956 MEZ(+0100),20.146331787109375
45014,2024-02-28 11:28:10.956 MEZ(+0100),19.308422088623047
46014,2024-02-28 11:28:11.956 MEZ(+0100),19.304744720458984
47015,2024-02-28 11:28:12.957 MEZ(+0100),19.328605651855469
48015,2024-02-28 11:28:13.957 MEZ(+0100),19.200727462768555
49015,2024-02-28 11:28:14.957 MEZ(+0100),18.917776107788086
50016,2024-02-28 11:28:15.958 MEZ(+0100),18.729681015014648
51016,2024-02-28 11:28:16.958 MEZ(+0100),18.439308166503906
52016,2024-02-28 11:28:17.958 MEZ(+0100),18.216119766235352
53016,2024-02-28 11:28:18.958 MEZ(+0100),17.851337432861328
54017,2024-02-28 11:28:19.959 MEZ(+0100),16.668628692626953
55017,2024-02-28 11:28:20.959 MEZ(+0100),16.26353645324707
56017,2024-02-28 11:28:21.959 MEZ(+0100),16.224130630493164
57017,2024-02-28 11:28:22.959 MEZ(+0100),16.220195770263672
58018,2024-02-28 11:28:23.960 MEZ(+0100),16.263698577880859
59018,2024-02-28 11:28:24.960 MEZ(+0100),17.138090133666992
60019,2024-02-28 11:28:25.961 MEZ(+0100),17.620826721191406
61019,2024-02-28 11:28:26.961 MEZ(+0100),17.670621871948242
62019,2024-02-28 11:28:27.961 MEZ(+0100),17.722499847412109
63020,2024-02-28 11:28:28.962 MEZ(+0100),17.72772216796875
64020,2024-02-28 11:28:29.962 MEZ(+0100),17.728227615356445
65020,2024-02-28 11:28:30.962 MEZ(+0100),17.728288650512695
66022,2024-02-28 11:28:31.964 MEZ(+0100),17.465873718261719
67022,2024-02-28 11:28:32.964 MEZ(+0100),16.357391357421875
68022,2024-02-28 11:28:33.964 MEZ(+0100),15.858155250549316
69023,2024-02-28 11:28:34.965 MEZ(+0100),15.809927940368652
70023,2024-02-28 11:28:35.965 MEZ(+0100),15.805122375488281
71023,2024-02-28 11:28:36.965 MEZ(+0100),15.33910083770752
72024,2024-02-28 11:28:37.966 MEZ(+0100),15.13931941986084
73025,2024-02-28 11:28:38.967 MEZ(+0100),15.202130317687988
74025,2024-02-28 11:28:39.967 MEZ(+0100),15.147564888000488
75025,2024-02-28 11:28:40.967 MEZ(+0100),15.038211822509766
76025,2024-02-28 11:28:41.967 MEZ(+0100),14.817776679992676
77026,2024-02-28 11:28:42.968 MEZ(+0100),14.817776679992676
