t_delta,datetime,visibility
0,2024-02-28 13:40:39.931 MEZ(+0100),166.0015869140625
1000,2024-02-28 13:40:40.931 MEZ(+0100),164.36540222167969
2001,2024-02-28 13:40:41.932 MEZ(+0100),161.45684814453125
3001,2024-02-28 13:40:42.932 MEZ(+0100),156.62628173828125
4001,2024-02-28 13:40:43.932 MEZ(+0100),153.53080749511719
5002,2024-02-28 13:40:44.933 MEZ(+0100),150.98921203613281
6002,2024-02-28 13:40:45.933 MEZ(+0100),145.77012634277344
7002,2024-02-28 13:40:46.933 MEZ(+0100),144.951904296875
8003,2024-02-28 13:40:47.934 MEZ(+0100),144.77093505859375
9003,2024-02-28 13:40:48.934 MEZ(+0100),145.1685791015625
10003,2024-02-28 13:40:49.934 MEZ(+0100),145.20832824707031
11003,2024-02-28 13:40:50.934 MEZ(+0100),148.72732543945312
12004,2024-02-28 13:40:51.935 MEZ(+0100),151.31953430175781
13004,2024-02-28 13:40:52.935 MEZ(+0100),153.06710815429688
14004,2024-02-28 13:40:53.935 MEZ(+0100),155.49932861328125
15005,2024-02-28 13:40:54.936 MEZ(+0100),156.91239929199219
16005,2024-02-28 13:40:55.936 MEZ(+0100),157.2388916015625
17005,2024-02-28 13:40:56.936 MEZ(+0100),158.0728759765625
18005,2024-02-28 13:40:57.936 MEZ(+0100),158.29817199707031
19005,2024-02-28 13:40:58.936 MEZ(+0100),158.36550903320312
20005,2024-02-28 13:40:59.936 MEZ(+0100),158.37237548828125
21006,2024-02-28 13:41:00.937 MEZ(+0100),157.57620239257812
22006,2024-02-28 13:41:01.937 MEZ(+0100),155.30693054199219
23006,2024-02-28 13:41:02.937 MEZ(+0100),154.66529846191406
24006,2024-02-28 13:41:03.937 MEZ(+0100),152.25051879882812
25006,2024-02-28 13:41:04.937 MEZ(+0100),151.74812316894531
26006,2024-02-28 13:41:05.937 MEZ(+0100),150.58538818359375
27006,2024-02-28 13:41:06.937 MEZ(+0100),149.50541687011719
28006,2024-02-28 13:41:07.937 MEZ(+0100),149.23283386230469
29006,2024-02-28 13:41:08.937 MEZ(+0100),149.20549011230469
30007,2024-02-28 13:41:09.938 MEZ(+0100),149.3284912109375
31007,2024-02-28 13:41:10.938 MEZ(+0100),148.71449279785156
